External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160373,"Jun 6, 2016","Sep 4, 2016",84595.4,"Er zijn 4 spots (1 spot van 20” én 3 spots van 12”). Men mag 1 creatie 2 keer zien, kortom een frequency cap van 8 en creaties als storytelling instellen.",Net Cost (Calc Margin),012i0000001EB0nAAG,6266326,0,Externally Managed,,13.5,CPM,8,Per campaign,0063100000fJYZMAA4,Video - Preroll 20s,18-35,
Netherlands Reference number: 20160374,"Jun 6, 2016","Sep 4, 2016",52872.12,"Er zijn 4 spots (1 spot van 20” én 3 spots van 12”). Men mag 1 creatie 2 keer zien, kortom een frequency cap van 8 en creaties als storytelling instellen.",Net Cost (Calc Margin),012i0000001EB0nAAG,4597576,0,Externally Managed,,11.5,CPM,8,Per campaign,0063100000fJYZMAA4,Mobile - Video,18-35,
Netherlands Reference number: 20160271,"Apr 25, 2016","May 22, 2016",11935.7,MEC-115994-2016-0804 -- 2016.FC.CAMPINA.05.KAAS.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,884126,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZmAAO,Video - Preroll 20s,35-49,Female
Netherlands Reference number: 20160488,"Aug 15, 2016","Sep 4, 2016",14728.8,Desktop,Net Cost (Calc Margin),012i0000001EB0nAAG,1091022,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZNAA4,Video - Preroll 20s,20-39,
Netherlands Reference number: 20160489,"Aug 15, 2016","Sep 4, 2016",14728.8,Mobile,Net Cost (Calc Margin),012i0000001EB0nAAG,1280765,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYZNAA4,Mobile - Video,20-39,
Netherlands Reference number: 20160360,"Jun 20, 2016","Jul 3, 2016",7860.2,Desktop.2016.FC.MILNER.0607.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,582237,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYZnAAO,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160329,"May 30, 2016","Jun 12, 2016",8636.13,MEC-115994-2016-1006 -- 2016.FC.MILNER.0506.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,639713,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZOAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160330,"May 30, 2016","Jun 12, 2016",7065.95,MEC-115994-2016-1006 -- 2016.FC.MILNER.0506.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,614430,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYZOAA4,Mobile - Video,20-49,Female
Netherlands Reference number: 20160361,"Jun 20, 2016","Jul 3, 2016",6542.58,Mobile.2016.FC.MILNER.0607.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,568920,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYZoAAO,Mobile - Video,20-49,Female
Netherlands Reference number: 20160305,"May 23, 2016","Jun 5, 2016",5678.85,Q-Music_Vlogmeister_OLV_Mei_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,378590,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYZPAA4,Video - Preroll 30s,20-34,
Netherlands Reference number: 20160382,"Jul 11, 2016","Jul 26, 2016",8636.13,2 dagen verlengd en cap verhoogd naar 2,Net Cost (Calc Margin),012i0000001EB0nAAG,639713,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZpAAO,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160383,"Jul 11, 2016","Jul 24, 2016",7065.91,MEC-115994-2016-1175 -- 2016.FC.MILNER.07.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,614427,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYZpAAO,Mobile - Video,20-49,Female
Netherlands Reference number: 20160126,"Feb 29, 2016","Apr 3, 2016",11737.99,"Dumpert en Geenstijl Excluden W9/10/11: 10"" sec - W12/13: 20 sec"" - Cap 1. Mail gestuurd of de doelgroep verbreed kan worden 19-2-16.",Net Cost (Calc Margin),012i0000001EB0nAAG,869481,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYZQAA4,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160411,"Aug 1, 2016","Aug 14, 2016",8636.13,Cap 1 per 2 weken,Net Cost (Calc Margin),012i0000001EB0nAAG,639713,0,Externally Managed,,13.5,CPM,,,0063100000fJYZqAAO,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160412,"Aug 1, 2016","Aug 14, 2016",7065.92,Cap 1 per 2 weken,Net Cost (Calc Margin),012i0000001EB0nAAG,614428,0,Externally Managed,,11.5,CPM,,,0063100000fJYZqAAO,Mobile - Video,20-49,Female
Netherlands Reference number: 20160226,"Apr 4, 2016","May 1, 2016",75540.47,"Optimaliseren naar 2-3 contacten en tijd in beeld, addiotionele trackers van GHG implementeren",Net Cost (Calc Margin),012i0000001EB0nAAG,5395748,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYZRAA4,Display - Frequency booster,30-49,Female
Netherlands Reference number: 20160414,"Aug 22, 2016","Sep 4, 2016",8636.13,Cap 1 per 2 weken,Net Cost (Calc Margin),012i0000001EB0nAAG,639713,0,Externally Managed,,13.5,CPM,,,0063100000fJYZrAAO,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160415,"Aug 22, 2016","Sep 4, 2016",7065.92,Cap 1 per 2 weken,Net Cost (Calc Margin),012i0000001EB0nAAG,614428,0,Externally Managed,,11.5,CPM,,,0063100000fJYZrAAO,Mobile - Video,20-49,Female
Netherlands Reference number: 20160291,"Apr 28, 2016","May 27, 2016",84668.26,De doelstelling is 2-3 contacten,Net Cost (Calc Margin),012i0000001EB0nAAG,6773461,0,Externally Managed,,12.5,CPM,3,Per campaign,0063100000fJYZSAA4,Display - Half Page Ad,25-39,
Netherlands Reference number: 20160292,"Apr 28, 2016","May 27, 2016",30658,"Normale HPA. Sturen op context (Nieuws), omdat doelgroep sturen op mobile niet werkt. Druk tussen 6:00-11:00 uur verzwaren t.o.v. rest van de dag. Vanwege zwaarte materiaal (500 mb) inzet alleen via wi-fi. Mobile web en in-app is toegestaan.",Net Cost (Calc Margin),012i0000001EB0nAAG,5109667,0,Externally Managed,,6,CPM,2,Per campaign,0063100000fJYZSAA4,Mobile - Halfpage ad,,
Netherlands Reference number: 20160424,"Aug 8, 2016","Aug 28, 2016",25248.65,OLV_KINEDUO_August_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1870270,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZsAAO,Video - Preroll 20s,35-49,
Netherlands Reference number: 20160300,"May 9, 2016","May 29, 2016",18440.3,2016.FC.MONA.05.VLA.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1365948,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZTAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160144,"Mar 12, 2016","Mar 27, 2016",4445.5,Deze mag van start gaan als landelijke dekking 35-54 jaar.,Net Cost (Calc Margin),012i0000001EB0nAAG,329296,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZtAAO,Video - Preroll 20s,35-54,
Netherlands Reference number: 20160145,"Mar 12, 2016","Mar 27, 2016",8172.31,"evenredig targeten op provincies: Noord Holland, Zuid Holland, Flevoland, Utrecht, Noord Brabant,Gelderland, Friesland, Groningen en Zeeland",Net Cost (Calc Margin),012i0000001EB0nAAG,605356,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZtAAO,Video - Preroll 20s,35-54,
Netherlands Reference number: 20160146,"Apr 9, 2016","Apr 24, 2016",4445.5,Landelijke dekking dit mag van start gaan op leeftijd 35-54.,Net Cost (Calc Margin),012i0000001EB0nAAG,329296,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZtAAO,Video - Preroll 20s,35-54,
Netherlands Reference number: 20160147,"Apr 9, 2016","Apr 24, 2016",12575.75,"evenredig targeten op provincies: Noord Holland, Zuid Holland, Flevoland, Utrecht, Noord Brabant, Gelderland+Groningen, Friesland en Zeeland",Net Cost (Calc Margin),012i0000001EB0nAAG,931537,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZtAAO,Video - Preroll 20s,35-54,
Netherlands Reference number: 20160299,"May 16, 2016","Jun 5, 2016",19010.42,2016.FC.CHOCOMEL.0506.VERS.VODX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1408179,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZUAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160349,"May 23, 2016","Jul 17, 2016",12000.27,Twee flights: 23 mei t/m 19 juni (588.909 impressies) en van 27 juni t/m 17 juli (300.000 impressies). Cap 2 per flight. Inclusief Smartphone web inzet.,Net Cost (Calc Margin),012i0000001EB0nAAG,888909,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYZuAAO,Video - Preroll 20s,20-35,
Netherlands Reference number: 20160350,"May 23, 2016","Jul 17, 2016",28000.34,"Twee flights: 23 mei t/m 19 juni (1.434.812 impressies) en van 27 juni t/m 17 juli (1,000.000 impressies). Cap 2 per flight.",Net Cost (Calc Margin),012i0000001EB0nAAG,2434812,0,Externally Managed,,11.5,CPM,2,Per campaign,0063100000fJYZuAAO,Mobile - Video,20-34,
Netherlands Reference number: 20160253,"May 9, 2016","Jun 5, 2016",25347.34,cap verhoogd naar 2,Net Cost (Calc Margin),012i0000001EB0nAAG,1877581,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYZVAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160077,"Feb 15, 2016","Feb 20, 2016",1768.33,"STIVA. Wijnliefhebbers 35-49, starten op zondagnacht tot en met zaterdagochtend STIVA tijdvak ( 15 feb 00:00 20 feb 6:00 uur) order wordt aangepast",Net Cost (Calc Margin),012i0000001EB0nAAG,153768,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYZvAAO,Mobile - Video,35-49,
Netherlands Reference number: 20160078,"Feb 15, 2016","Feb 20, 2016",5741.78,"Order wordt aangepast! STIVA. Wijnliefhebbers 35-49, starten op zondagnacht tot en met zaterdagochtend STIVA tijdvak ( 15 feb 00:00 20 feb 6:00 uur). Klant wil achteraf inzicht in de resultaten van de turbine segmenten. : Turbine segment: Wine",Net Cost (Calc Margin),012i0000001EB0nAAG,425317,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZvAAO,Video - Preroll 20s,35-49,
Netherlands Reference number: 20160288,"May 9, 2016","Jun 5, 2016",25347.33,"31-5: cap naar 2, 6-6: verlengd met 2 dagen",Net Cost (Calc Margin),012i0000001EB0nAAG,1877580,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZWAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160116,"Mar 7, 2016","Mar 27, 2016",7048.82,Cap 1 per week,Net Cost (Calc Margin),012i0000001EB0nAAG,522135,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZwAAO,Video - Preroll 20s,25-54,Female
Netherlands Reference number: 20160201,"Mar 23, 2016","Mar 27, 2016",1917.45,MEC-42776-2016-0318 -- 2016.BONGRAIN.PATURAIN.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,166735,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYZwAAO,Mobile - Video,24-54,Female
Netherlands Reference number: 20160332,"May 17, 2016","Jun 5, 2016",38215.19,MEC-115997-2016-0976 -- 2016.FC.OPTIMEL.0506.DRINKYOGHURT.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,6369198,0,Externally Managed,"Er zijn  8.404.257  impressies al uitgeleverd.-->Sjoerd is hier mee bezig. Zoveel mogelijk uitleveren op de Mobile HalfpageAd. Mag ook meer dan 4 miljoen zijn, laat weten wat je kunt uitleveren. Aanvullend komen er mobile standaard formaten. Deze kunnen gebruikt worden om het bereik aan te vullen (dus bereik aanvullen en niet contacten toevoegen). Qua materiaal komen er 3 versies creatie, deze graag opvolgend (sequential) aan elkaar inzetten. Dus eerst versie 1, dan versie 2 en dan versie 3. Er komen 3 versies van de HPA en 3 versies van de standaard banner, dus ik kan me voorstellen dat de campagne setup uitgebreid/complex wordt. Alleen In-app inzet!",6,CPM,3,Per campaign,0063100000fJYZXAA4,Mobile - Halfpage ad,,
Netherlands Reference number: 20160333,"May 17, 2016","Jun 5, 2016",0,MEC-115997-2016-0976 -- 2016.FC.OPTIMEL.0506.DRINKYOGHURT.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,"Alles is naar HPA gegaan. Zoveel mogelijk uitleveren op de Mobile HalfpageAd. Mag ook meer dan 4 miljoen zijn, laat weten wat je kunt uitleveren. Aanvullend komen er mobile standaard formaten. Deze kunnen gebruikt worden om het bereik aan te vullen (dus bereik aanvullen en niet contacten toevoegen). Qua materiaal komen er 3 versies creatie, deze graag opvolgend (sequential) aan elkaar inzetten. Dus eerst versie 1, dan versie 2 en dan versie 3. Er komen 3 versies van de HPA en 3 versies van de standaard banner, dus ik kan me voorstellen dat de campagne setup uitgebreid/complex wordt. Alleen In-app inzet!",2.5,CPM,5,Per campaign,0063100000fJYZXAA4,Mobile - Standard,,
Netherlands Reference number: 20160318,"May 16, 2016","Jun 5, 2016",22179.91,MEC-42776-2016-0961 -- 2016.BONGRAIN.RUSTIQUE.0506.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1642956,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZxAAO,Video - Preroll 20s,35-49,
Netherlands Reference number: 20160340,"Jun 13, 2016","Jul 6, 2016",15097,4-7 aantal dagen verlengd,Net Cost (Calc Margin),012i0000001EB0nAAG,1118296,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZYAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160341,"Jun 20, 2016","Jul 6, 2016",12453.75,"Spotlengte is 25"" het mobiele web aan toegevoegd. 4-7 looptijd is verlengd",Net Cost (Calc Margin),012i0000001EB0nAAG,830250,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYZyAAO,Video - Preroll 30s,,
Netherlands Reference number: 20160342,"Jul 11, 2016","Jul 17, 2016",4151.4,"Spotlengte is 25"", nieuw materiaal",Net Cost (Calc Margin),012i0000001EB0nAAG,276760,0,Externally Managed,,15,CPM,2,Per campaign,0063100000fJYZyAAO,Video - Preroll 30s,,
Netherlands Reference number: 20160343,"Jul 25, 2016","Jul 31, 2016",4151.4,"Spotlengte is 25"", nieuw materiaal",Net Cost (Calc Margin),012i0000001EB0nAAG,276760,0,Externally Managed,,15,CPM,2,Per campaign,0063100000fJYZyAAO,Video - Preroll 30s,,
Netherlands Reference number: 20160315,"May 30, 2016","Jul 27, 2016",50694.67,Cap van 1 per 2 weken - stopweek in week 26. gestopt op 28-6 Birgitt weet hiervan.,Net Cost (Calc Margin),012i0000001EB0nAAG,3755161,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYZZAA4,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160469,"Aug 8, 2016","Aug 28, 2016",13450.39,MEC-42776-2016-1504 -- 2016.BONGRAIN.PATURAIN.08.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,996325,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYZzAAO,Video - Preroll 20s,,
