External_ID__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,CloseDate,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,StartDate,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160391,637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,"Aug 7, 2016",5,Per campaign,0063100000fJYiWAAW,Mobile - Halfpage ad,"Jul 25, 2016",30+,
Netherlands Reference number: 20160075,25500,Desktop- Nieuw materiaal,Net Cost (Calc Margin),012i0000001EB0nAAG,1888889,0,Externally Managed,,13.5,CPM,"Mar 18, 2016",3,Per campaign,0063100000fJYixAAG,Video - Preroll 20s,"Feb 26, 2016",18-30,
Netherlands Reference number: 20160076,22856.84,tablet & smartphone - Nieuw materiaal,Net Cost (Calc Margin),012i0000001EB0nAAG,1987551,0,Externally Managed,,11.5,CPM,"Mar 13, 2016",3,Per campaign,0063100000fJYixAAG,Mobile - Video,"Feb 26, 2016",18-30,
Netherlands Reference number: 20160367,1239.3,Targeting: 40-65 jaar en provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,450654,0,Externally Managed,,2.75,CPM,"Aug 26, 2016",7,Per campaign,0063100000fJYiXAAW,Display - Standard,"Aug 8, 2016",40-65,
Netherlands Reference number: 20160224,10798.33,MEC-78754-2016-0650 -- 2016.TELE2.CONS.NO2GEORGE.0405.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,799876,0,Externally Managed,,13.5,CPM,"May 18, 2016",1,Per campaign,0063100000fJYiyAAG,Video - Preroll 20s,"Apr 22, 2016",18-34,
Netherlands Reference number: 20160225,23326.61,MEC-78754-2016-0650 -- 2016.TELE2.CONS.NO2GEORGE.0405.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2028401,0,Externally Managed,,11.5,CPM,"May 18, 2016",1,Per campaign,0063100000fJYiyAAG,Mobile - Video,"Apr 22, 2016",18-34,
Netherlands Reference number: 20160494,2199.8,Regiotargeting: Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,799927,0,Externally Managed,,2.75,CPM,"Sep 30, 2016",7,Per campaign,0063100000fJYiYAAW,Display - Standard,"Sep 12, 2016",18-40,Male
Netherlands Reference number: 20160248,17124.94,Stond  7-6-16  op stil. Gelijkmatige uitlevering s.v.p. DMA tag wordt meegeschoten. CAP verhoogd naar 2,Net Cost (Calc Margin),012i0000001EB0nAAG,1268514,0,Externally Managed,,13.5,CPM,"Jun 12, 2016",1,Per campaign,0063100000fJYizAAG,Video - Preroll 20s,"May 23, 2016",18-34,
Netherlands Reference number: 20160249,16999.99,Stond 7-7-16 op stil. Gelijkmatige uitlevering s.v.p. DMA tag wordt meegeschoten.,Net Cost (Calc Margin),012i0000001EB0nAAG,1478260,0,Externally Managed,,11.5,CPM,"Jun 12, 2016",1,Per campaign,0063100000fJYizAAG,Mobile - Video,"May 23, 2016",18-34,
Netherlands Reference number: 20160399,1041.25,Regiotargeting: Breda,Net Cost (Calc Margin),012i0000001EB0nAAG,378636,0,Externally Managed,,2.75,CPM,"Nov 29, 2016",7,Per campaign,0063100000fJYiZAAW,Display - Standard,"Jul 11, 2016",25+,
Netherlands Reference number: 20160400,1275,Duaal (50-50) insteken. Oftewel de helft van de impressies op 1. locatie Breda en omgeving targeten en 2. op de doelgroep 25+ en umfeld gaming en lifestyle.,Net Cost (Calc Margin),012i0000001EB0nAAG,510000,0,Externally Managed,,2.5,CPM,"Jul 29, 2016",7,Per campaign,0063100000fJYiZAAW,Mobile - Standard,"Jul 11, 2016",25+,
Netherlands Reference number: 20160378,12646.54,OLV Spot Golfbaan: 70% & OLV Spot Baby (danszaal tags): 30%,Net Cost (Calc Margin),012i0000001EB0nAAG,936781,0,Externally Managed,,13.5,CPM,"Jul 20, 2016",1,Per campaign,0063100000fJYj0AAG,Video - Preroll 20s,"Jun 27, 2016",35-49,
Netherlands Reference number: 20160379,21478.39,OLV Spot Golfbaan: 70% & OLV Spot Baby (danszaal tags): 30%,Net Cost (Calc Margin),012i0000001EB0nAAG,1867686,0,Externally Managed,,11.5,CPM,"Jul 17, 2016",1,Per campaign,0063100000fJYj0AAG,Mobile - Video,"Jun 27, 2016",18-34,
Netherlands Reference number: 20160023,64400,30% netto bereik,Net Cost (Calc Margin),012i0000001EB0nAAG,4600000,0,Externally Managed,,14,CPM,"Mar 13, 2016",,,0063100000fJYj1AAG,Display - Frequency booster,"Feb 15, 2016",35-50,
Netherlands Reference number: 20160025,18000,2016.GEBERIT.AQUACLEAN.B2C.0205.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3000000,0,Externally Managed,,6,CPM,"Apr 10, 2016",,,0063100000fJYj1AAG,Mobile - Halfpage ad,"Feb 29, 2016",,
Netherlands Reference number: 20160041,0,2016.GEBERIT.AQUACLEAN.B2C.0205.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3400000,0,Externally Managed,,0,CPM,"Mar 27, 2016",7,Per campaign,0063100000fJYj1AAG,Display - Standard Visibility,"Feb 15, 2016",,
Netherlands Reference number: 20160363,1924.12,2016.GEBERIT.AQUACLEAN.B2C.VTWONENSYNC.0507.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,137437,0,Externally Managed,"Sync op basis van timetargeting (Vt wonen) Er zijn twee momenten voor de sync:
SBS6 26-6 19.30-20.30 (‘reguliere herhaling’)
SBS9 10-8 19.30-20.30 (herhaling)
En de sync mag 3 uur ingezet worden; een uur ervoor, tijdens en erna. Dus de sync mag aan vanaf 18.30 tot 21.30.                                                                                                                         Freq. cap van 10 per sync moment",14,CPM,"Aug 10, 2016",,,0063100000fJYj2AAG,Display - Frequency booster,"Jun 26, 2016",30-50,
Netherlands Reference number: 20160364,825,2016.GEBERIT.AQUACLEAN.B2C.VTWONENSYNC.0507.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,"Sync op basis van timetargeting (Vt wonen) Er zijn twee momenten voor de sync:
SBS6 26-6 19.30-20.30 (‘reguliere herhaling’)
SBS9 10-8 19.30-20.30 (herhaling)
En de sync mag 3 uur ingezet worden; een uur ervoor, tijdens en erna. Dus de sync mag aan vanaf 18.30 tot 21.30                                                                                                                                Freq. cap van 10 per sync moment",2.75,CPM,"Aug 10, 2016",,,0063100000fJYj2AAG,Display - Standard,"Jun 26, 2016",30-50,
Netherlands Reference number: 20160207,7200,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,533333,0,Externally Managed,,13.5,CPM,"May 17, 2016",4,Per campaign,0063100000fJYj3AAG,Video - Preroll 20s,"Apr 28, 2016",20-34,Female
Netherlands Reference number: 20160069,8434.54,2016.Stage_BEAUTY_AND_THE BEAST_OLV.JAN/FEB,Net Cost (Calc Margin),012i0000001EB0nAAG,624781,0,Externally Managed,,13.5,CPM,"Feb 14, 2016",3,Per campaign,0063100000fJYj4AAG,Video - Preroll 20s,"Jan 25, 2016",20-34,Female
Netherlands Reference number: 20160232,9403.26,Stage_Bodyguard_OLV_April_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,696538,0,Externally Managed,,13.5,CPM,"Apr 20, 2016",3,Per campaign,0063100000fJYj5AAG,Video - Preroll 20s,"Apr 11, 2016",25-54,Female
Netherlands Reference number: 20160320,4701.63,Stage_Bodyguard_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,348269,0,Externally Managed,,13.5,CPM,"May 21, 2016",3,Per campaign,0063100000fJYj6AAG,Video - Preroll 20s,"May 15, 2016",25-55,Female
Netherlands Reference number: 20160368,8020.01,Stage_Bodyguard_OLV_Mei_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,594075,0,Externally Managed,,13.5,CPM,"Jun 11, 2016",3,Per campaign,0063100000fJYj7AAG,Video - Preroll 20s,"May 29, 2016",25-55,Female
Netherlands Reference number: 20160365,11365.56,Stage_Beauty and The Beast_OLV_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,841893,0,Externally Managed,,13.5,CPM,"Jun 14, 2016",3,Per campaign,0063100000fJYj8AAG,Video - Preroll 20s,"Jun 1, 2016",20-49,
Netherlands Reference number: 20160381,10316.63,Verlengd tot de 29e,Net Cost (Calc Margin),012i0000001EB0nAAG,764195,0,Externally Managed,,13.5,CPM,"Jun 29, 2016",3,Per campaign,0063100000fJYj9AAG,Video - Preroll 20s,"Jun 13, 2016",25-54,Female
Netherlands Reference number: 20160475,6535.31,MEC-98972-2016-1514 -- 2016.AH.WK33.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,"Aug 20, 2016",1,Per campaign,0063100000fJYjaAAG,Video - Preroll 20s,"Aug 15, 2016",20-49,Female
Netherlands Reference number: 20160492,4918.05,MAX-132715-2016-0430 -- Koch - F1 OLV - Aug 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,327870,0,Externally Managed,,15,CPM,"Aug 31, 2016",3,Per campaign,0063100000fJYjAAAW,Video - Preroll 30s,"Aug 19, 2016",20-34,Male
Netherlands Reference number: 20160397,24851.34,2016.AH.ECOM.ALIBI.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1775096,0,Externally Managed,"Retargeting campagne; Deze campagne wordt door Bannerconnect geretarget met de kleinere formaten (IAB). Er moet dus een segment aangemaakt worden, deze wordt door Rick ban Banner Connecy aangeleverd. Rick Terpelle laten weten zodra de campagne live staat. : Family & Parenting Babies & Toddlers en Pregnancy",14,CPM,"Sep 30, 2016",,,0063100000fJYjbAAG,Display - Frequency booster,"Jul 1, 2016",,Female
Netherlands Reference number: 20160036,24417.16,Babies & Toddlers,Net Cost (Calc Margin),012i0000001EB0nAAG,1744083,0,Externally Managed,,14,CPM,"Jan 8, 2016",,,0063100000fJYjBAAW,Display - Frequency booster,"Jan 2, 2016",,
Netherlands Reference number: 20160037,21000,Regiotargeting - zie mail Esther op 30 december,Net Cost (Calc Margin),012i0000001EB0nAAG,3500000,0,Externally Managed,,6,CPM,"Jan 8, 2016",,,0063100000fJYjBAAW,Mobile - Halfpage ad,"Jan 2, 2016",,
Netherlands Reference number: 20150798,36396.32,2015.AEGON.COMMUNICATIE.MERKCAMPAGNE.1112.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2696024,0,Externally Managed,,13.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYjcAAG,Xaxis TV,"Nov 30, 2015",20-34,
Netherlands Reference number: 20160011,14960,2016.AH.HAM.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1108148,0,Externally Managed,,13.5,CPM,"Jan 15, 2016",3,Per campaign,0063100000fJYjCAAW,Video - Preroll 20s,"Jan 3, 2016",20-34,Female
Netherlands Reference number: 20160020,20495.42,2016.AEGON.COMMUNICATIE.MERKCAMPAGNE.01.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1518179,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYjdAAG,Video - Preroll 30s,"Jan 25, 2016",35-49,
Netherlands Reference number: 20160018,14960,2016.AH.GOE.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1108148,0,Externally Managed,,13.5,CPM,"Jan 29, 2016",3,Per campaign,0063100000fJYjDAAW,Video - Preroll 20s,"Jan 17, 2016",20-34,Female
Netherlands Reference number: 20160074,19484.54,2016.AEGON.COMMUNICATIE.PENNYWISEFOOLISCH.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1443299,0,Externally Managed,,13.5,CPM,"Feb 14, 2016",3,Per campaign,0063100000fJYjeAAG,Video - Preroll 20s,"Feb 1, 2016",30-49,
Netherlands Reference number: 20160064,9143.56,"Regiotargeting in: Amsterdam, Rotterdam, Utrecht, Leusden, Blaricum, Huizen, Hilversum, Naarden, Bussum, Laren, Apeldoorn, Baarn, Soest en extra druk in Amersfoort.",Net Cost (Calc Margin),012i0000001EB0nAAG,1523926,0,Externally Managed,,6,CPM,"Jan 30, 2016",5,Per campaign,0063100000fJYjEAAW,Mobile - Halfpage ad,"Jan 18, 2016",,
Netherlands Reference number: 20160134,11537.05,"De Video Zaklamp wordt ingezet broadcasters en de cutdown van 20 sec voor de overige kanalen (TMG, Sanoma etc). Graag separaat meemeten. Metrixlab meet mee!",Net Cost (Calc Margin),012i0000001EB0nAAG,854596,0,Externally Managed,,13.5,CPM,"Mar 13, 2016",3,Per campaign,0063100000fJYjfAAG,Video - Preroll 20s,"Feb 29, 2016",35-49,
Netherlands Reference number: 20160046,21292.5,2016.AH.SMU.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1577222,0,Externally Managed,,13.5,CPM,"Feb 19, 2016",3,Per campaign,0063100000fJYjFAAW,Video - Preroll 20s,"Jan 31, 2016",20-34,Female
Netherlands Reference number: 20160169,10070.1,geen adkosten wel meemeten.,Net Cost (Calc Margin),012i0000001EB0nAAG,745933,0,Externally Managed,,13.5,CPM,"Apr 3, 2016",3,Per campaign,0063100000fJYjgAAG,Video - Preroll 20s,"Mar 21, 2016",35-54,
Netherlands Reference number: 20160065,47040,Billboard en Halfpage ad met Twist ideeën op het interessesegment Food en Drink. Een cap van 5 over de 2 formaten. : Food en drink,Net Cost (Calc Margin),012i0000001EB0nAAG,3360000,0,Externally Managed,,14,CPM,"Feb 21, 2016",,,0063100000fJYjGAAW,Display - Frequency booster,"Feb 1, 2016",,
Netherlands Reference number: 20160066,18039.04,Mobile swipe cube - swipe to see twist - Time targeting tijdens spits 16-19 uur - 3G en 4G only - breed uitleveren,Net Cost (Calc Margin),012i0000001EB0nAAG,3006507,0,Externally Managed,,6,CPM,"Feb 21, 2016",3,Per campaign,0063100000fJYjGAAW,Mobile - Halfpage ad,"Feb 1, 2016",,
Netherlands Reference number: 20160067,16797.8,Postview retargeting - Na 3 contacten met swipe cube CAP 3 (300x250 en 320x240). Aanpassing: per 9 feb na 1 contact met swipe cube retargeten.,Net Cost (Calc Margin),012i0000001EB0nAAG,2799633,0,Externally Managed,,6,CPM,"Feb 21, 2016",3,Per campaign,0063100000fJYjGAAW,Mobile - Halfpage ad,"Feb 1, 2016",,
Netherlands Reference number: 20160356,0,MEC-50355-2016-1029 -- 2016.AEGON.HYPOTHEEK.WONEN.0607.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,"70% van de impressies op 20-49 en 30% van de impressies op de Turbine segmenten RealEstate + Finance. Belangrijk hierbij is dat de twee doelgroepen van elkaar ontdubbeld worden, zodat de cap 3 in het geheel over beiden gaat. : Real Estate_Buying/Selling homes & Finance_Credit/Debts & Loans",13.5,CPM,"Jul 10, 2016",3,Per campaign,0063100000fJYjhAAG,Video - Preroll 20s,"Jun 20, 2016",20-49,
Netherlands Reference number: 20160357,0,MEC-50355-2016-1029 -- 2016.AEGON.HYPOTHEEK.WONEN.0607.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,,11.5,CPM,"Jul 10, 2016",3,Per campaign,0063100000fJYjhAAG,Mobile - Video,"Jun 20, 2016",20-49,
Netherlands Reference number: 20160109,5900.79,Geenstijl en Dumpert excluden. Graag meer druk op de Billboard dan de Halfpage ad. : Entrepreneurs,Net Cost (Calc Margin),012i0000001EB0nAAG,421485,0,Externally Managed,,14,CPM,"Feb 26, 2016",5,Per campaign,0063100000fJYjHAAW,Display - Frequency booster,"Feb 15, 2016",,
Netherlands Reference number: 20160003,41162,"20% van het budget overhouden voor de retargeting op bucket 1,2,3 naar bucket 4,5 in de laatste week.",Net Cost (Calc Margin),012i0000001EB0nAAG,2940156,0,Externally Managed,,14,CPM,"Feb 7, 2016",,,0063100000fJYjiAAG,Display - Frequency booster,"Jan 4, 2016",50-65,
Netherlands Reference number: 20160070,14301.24,Geenstjil en dumpert excluden. Appnexus segment 4719888 excluden. We gaan de RTL inzet excluden,Net Cost (Calc Margin),012i0000001EB0nAAG,1059351,0,Externally Managed,,13.5,CPM,"Mar 4, 2016",3,Per campaign,0063100000fJYjIAAW,Video - Preroll 20s,"Feb 22, 2016",20-34,Female
Netherlands Reference number: 20160095,61553.41,"Creditering van E 23.846,58 vanwege foutieve targeting op 50+. 10% van het budget overhouden voor de laatste 4 dagen (25 feb t/m 28 feb). Gedurende deze periode alleen nog maar retargeten op buckets 1,2 & 3 naar bucket 4/5.",Net Cost (Calc Margin),012i0000001EB0nAAG,4396672,0,Externally Managed,,14,CPM,"Feb 28, 2016",5,Per campaign,0063100000fJYjjAAG,Display - Frequency booster,"Feb 8, 2016",25-35,
Netherlands Reference number: 20160121,7148.51,Dumpert en Geenstijl excluden. Graag wel de campagne op 6 maart vanaf 20:00 uur aanzetten,Net Cost (Calc Margin),012i0000001EB0nAAG,529519,0,Externally Managed,,13.5,CPM,"Mar 12, 2016",3,Per campaign,0063100000fJYjJAAW,Video - Preroll 20s,"Mar 6, 2016",20-49,Female
Netherlands Reference number: 20160165,14174.6,"25 sec video,doelgroep was oorpsronkelijk 35-49",Net Cost (Calc Margin),012i0000001EB0nAAG,944973,0,Externally Managed,,15,CPM,"Apr 3, 2016",3,Per campaign,0063100000fJYjkAAG,Video - Preroll 30s,"Mar 14, 2016",25-45,
Netherlands Reference number: 20160195,8172.88,2016.ANWB.WEGENWACHT.0304.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,710685,0,Externally Managed,,11.5,CPM,"Apr 3, 2016",3,Per campaign,0063100000fJYjkAAG,Mobile - Video,"Mar 14, 2016",25-45,
Netherlands Reference number: 20160149,0,Dit is volledig gecrediteerd!!!!    Billboard en Halfpage ad met swipe mogelijkheid+Interessesegment Food & Drink,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,,14,CPM,"Mar 22, 2016",5,Per campaign,0063100000fJYjKAAW,Display - Frequency booster,"Mar 10, 2016",,
Netherlands Reference number: 20160150,30837.74,"Dumpert en Geenstijl excluden. Mobile swipe cube - swipe voor volgend product+ interessesegment Food, moms en lifestyle context.",Net Cost (Calc Margin),012i0000001EB0nAAG,5139623,0,Externally Managed,,6,CPM,"Mar 25, 2016",3,Per campaign,0063100000fJYjKAAW,Mobile - Halfpage ad,"Mar 22, 2016",,
Netherlands Reference number: 20160243,15511.65,Combi Desktop & Mobile Video. O.b.v. 50% van de impressies op Desktop en 50% van de impressies op Mobile Video (In-app). Een cap van 2 per device,Net Cost (Calc Margin),012i0000001EB0nAAG,1240932,0,Externally Managed,,12.5,CPM,"May 8, 2016",2,Per campaign,0063100000fJYjlAAG,Video - Preroll 20s,"Apr 18, 2016",20-34,
Netherlands Reference number: 20160171,5815.95,Interesse entrepreneurs AB test proposities en incentive.,Net Cost (Calc Margin),012i0000001EB0nAAG,415425,0,Externally Managed,,14,CPM,"Mar 27, 2016",5,Per campaign,0063100000fJYjLAAW,Display - Frequency booster,"Mar 14, 2016",,
Netherlands Reference number: 20160017,20586.57,2016.ETOS.PRIJS.WWW.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,"Jan 17, 2016",3,Per campaign,0063100000fJYjmAAG,Video - Preroll 20s,"Jan 4, 2016",20-34,Female
Netherlands Reference number: 20160122,26816,Dumpert en Geenstijl Excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,1986370,0,Externally Managed,,13.5,CPM,"Apr 8, 2016",3,Per campaign,0063100000fJYjMAAW,Video - Preroll 20s,"Mar 13, 2016",20-49,Female
Netherlands Reference number: 20160019,20586.57,2016.ETOS.PRIJS.WWW.AVM-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,"Feb 7, 2016",3,Per campaign,0063100000fJYjnAAG,Video - Preroll 20s,"Jan 25, 2016",20-34,Female
Netherlands Reference number: 20160186,5388,2016.AH.VIK.AVM-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,399111,0,Externally Managed,,13.5,CPM,"Apr 16, 2016",2,Per campaign,0063100000fJYjNAAW,Video - Preroll 20s,"Apr 10, 2016",20-34,Female
Netherlands Reference number: 20160073,15729.66,2016. OLV Etos prijs 3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1165160,0,Externally Managed,,13.5,CPM,"Mar 5, 2016",3,Per campaign,0063100000fJYjoAAG,Video - Preroll 20s,"Feb 22, 2016",20-34,Female
Netherlands Reference number: 20160214,2064.85,04-04: Moat pixel wordt meegefired om meer insights te kunnen geven in reporting.,Net Cost (Calc Margin),012i0000001EB0nAAG,344141,0,Externally Managed,,6,CPM,"Apr 18, 2016",3,Per campaign,0063100000fJYjOAAW,Mobile - Halfpage ad,"Mar 29, 2016",,
Netherlands Reference number: 20160215,6000,Graag cookiepool opbouwen. Retargeting vindt plaats op basis van de Frequency Booster na het eerste contact. De campagneperiode is verlengd. : Food & Drink,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,,15,CPM,"Apr 18, 2016",2,Per campaign,0063100000fJYjOAAW,Video - Preroll 30s,"Mar 29, 2016",,
Netherlands Reference number: 20160216,3360,Retargeting op basis van de Pre-roll inzet. Retargeting met de Frequency Booster vindt plaats na het eerste contact met Pre-roll. De campagneperiode is verlengd.,Net Cost (Calc Margin),012i0000001EB0nAAG,240000,0,Externally Managed,,14,CPM,"Apr 18, 2016",3,Per campaign,0063100000fJYjOAAW,Display - Frequency booster,"Mar 29, 2016",,
Netherlands Reference number: 20160124,17646.78,2016.ETOS.LOY.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1307169,0,Externally Managed,,13.5,CPM,"Apr 2, 2016",3,Per campaign,0063100000fJYjpAAG,Video - Preroll 20s,"Mar 21, 2016",20-34,Female
Netherlands Reference number: 20160268,26145.09,"Campagne moet foutloos verlopen, AH zit er bovenop.",Net Cost (Calc Margin),012i0000001EB0nAAG,1936673,0,Externally Managed,,13.5,CPM,"May 22, 2016",1,Per campaign,0063100000fJYjPAAW,Video - Preroll 20s,"Apr 25, 2016",20-49,Female
Netherlands Reference number: 20160221,19415.7,MEC-98992-2016-0625 -- 2016.ETOS.PRIJS.AVM-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1438200,0,Externally Managed,,13.5,CPM,"Apr 15, 2016",3,Per campaign,0063100000fJYjqAAG,Video - Preroll 20s,"Apr 4, 2016",20-34,Female
Netherlands Reference number: 20160327,6535.31,MEC-98972-2016-1004 -- 2016.AH.WK21.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,"May 28, 2016",1,Per campaign,0063100000fJYjQAAW,Video - Preroll 20s,"May 23, 2016",20-49,Female
Netherlands Reference number: 20160117,15000,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2500000,0,Externally Managed,"Targeting breed op vrouwen channels- denk bijvoorbeeld aan de segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. Enkel in-app uitleveren. 07-04: De cap voor de HPA is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. 13-4: Campagneperiode is verlengd. Graag compensatie inboeken: 500.000 impressies.",6,CPM,"Apr 24, 2016",3,Per campaign,0063100000fJYjrAAG,Mobile - Halfpage ad,"Mar 21, 2016",,Female
Netherlands Reference number: 20160118,6578.25,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2631300,0,Externally Managed,"Targeting  breed op vrouwenchannels, denk aan segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. 07-04: De HPA cap is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. De cap voor de kleinere formaten betreft 3-5. Graag compensatie inboeken: 1.000.000 impressies, zie mail d.d. 11 april van Cynthia. 13-4: Campagneperiode is verlengd.",2.5,CPM,"Apr 24, 2016",5,Per campaign,0063100000fJYjrAAG,Mobile - Standard,"Mar 21, 2016",,Female
Netherlands Reference number: 20160335,6535.31,2-6: Cap naar 2 met max van 1 per dag,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,"Jun 4, 2016",1,Per campaign,0063100000fJYjRAAW,Video - Preroll 20s,"May 30, 2016",20-49,Female
Netherlands Reference number: 20160247,13039.99,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,965925,0,Externally Managed,,13.5,CPM,"May 6, 2016",3,Per campaign,0063100000fJYjsAAG,Video - Preroll 20s,"Apr 25, 2016",20-34,Female
Netherlands Reference number: 20160298,1469.45,MEC-98992-2016-0744 -- 2016.ETOS.ACTIE.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,127778,0,Externally Managed,,11.5,CPM,"May 6, 2016",1,Per campaign,0063100000fJYjsAAG,Mobile - Video,"May 3, 2016",20-34,Female
Netherlands Reference number: 20160371,6300.27,2016.AH.WK23.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,466687,0,Externally Managed,,13.5,CPM,"Jun 12, 2016",1,Per campaign,0063100000fJYjSAAW,Video - Preroll 20s,"Jun 6, 2016",20-49,Female
Netherlands Reference number: 20160296,20586.57,MEC-98992-2016-0877 -- 2016.ETOS.ACTIE.VOD-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,"May 28, 2016",3,Per campaign,0063100000fJYjtAAG,Video - Preroll 20s,"May 16, 2016",20-34,Female
Netherlands Reference number: 20160372,6219,MEC-98972-2016-1113 -- 2016.AH.WK24.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,460667,0,Externally Managed,,13.5,CPM,"Jun 18, 2016",1,Per campaign,0063100000fJYjTAAW,Video - Preroll 20s,"Jun 13, 2016",20-49,Female
Netherlands Reference number: 20160358,10291.79,20 sec spot,Net Cost (Calc Margin),012i0000001EB0nAAG,762355,0,Externally Managed,,13.5,CPM,"Jun 12, 2016",3,Per campaign,0063100000fJYjuAAG,Video - Preroll 20s,"Jun 6, 2016",20-34,Female
Netherlands Reference number: 20160384,6535.08,MEC-98972-2016-1227 - -2016.AH.WK2526.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484080,0,Externally Managed,,13.5,CPM,"Jul 2, 2016",1,Per campaign,0063100000fJYjUAAW,Video - Preroll 20s,"Jun 20, 2016",20-49,Female
Netherlands Reference number: 20160385,14008.64,MEC-98992-2016-1222 - -2016.ETOS.PRIJS.WWW.VOD-3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1037677,0,Externally Managed,,13.5,CPM,"Jul 8, 2016",3,Per campaign,0063100000fJYjvAAG,Video - Preroll 20s,"Jun 27, 2016",20-34,Female
Netherlands Reference number: 20160418,6535.31,2016.AH.WK2829.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,"Jul 24, 2016",1,Per campaign,0063100000fJYjVAAW,Video - Preroll 20s,"Jul 11, 2016",20-49,Female
